date,cyclic_index,frame,lon_jupiter,lon_saturn,lon_uranus,lon_neptune,lon_pluto
1920-08-12,842.6422781908009,heliocentric,148.17965321433692,164.09652100062104,333.5286798406276,131.32699720526398,97.4263552789299
1920-08-19,844.0253001618897,heliocentric,148.72448438664082,164.33984758899723,333.60375334397816,131.36910745835337,97.44792855071502
1920-08-26,845.4073922412243,heliocentric,149.2691080086385,164.583218976724,333.67897504355085,131.4113677835547,97.46965582119951
1920-09-02,846.788561574263,heliocentric,149.8131748108667,164.82628212452826,333.7539920293408,131.4534251986355,97.49118411892267
1920-09-09,848.1688149581205,heliocentric,150.3571106775979,165.06945915702747,333.82922664910143,131.49570194162786,97.51293570646368
1920-09-16,849.5481593283431,heliocentric,150.900460737863,165.3122913923899,333.90422042186043,131.53773944775853,97.53445204422091
1920-09-23,850.9266019336935,heliocentric,151.4436493202906,165.55519929523246,333.97939394487497,131.57995827018868,97.55615370380136
1920-09-30,852.304150266396,heliocentric,151.98630106203413,165.7978036037148,334.05436803526607,131.6219792086262,97.57766149728484
1920-10-07,853.680811992941,heliocentric,152.52886557543218,166.040550006593,334.1295884231465,131.66424799286636,97.59942116240818
1920-10-14,855.0565949214629,heliocentric,153.07087135821237,166.2829630574315,334.204579673617,131.70628920063234,97.6209572812954
1920-10-21,856.4315069916513,heliocentric,153.61274981623367,166.52547019842171,334.2797692130594,131.74853028259437,97.64269730577035
1920-10-28,857.8055562816816,heliocentric,154.15413292290762,166.76769941895677,334.35478498613696,131.79059922009773,97.66426921488666
